File,Line,Error type,Message,Fixability
developers/apis/content-management-api/requests/Get-a-single-team.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/get-a-single-team"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Get-a-single-term.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/get-a-single-terms"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Get-a-single-workflow.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/get-a-single-workflow"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Get-a-single-workflow.md,8,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
developers/apis/content-management-api/requests/Get-all-JSON-RTE-plugins.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/get-all-json-rte-plugins"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Get-all-JSON-RTE-plugins.md,9,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
developers/apis/content-management-api/requests/Get-all-Organization-invitations.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/get-all-organization-invitations"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Get-all-Organizations.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/get-all-organizations"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Get-all-Releases.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/get-all-releases"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Get-all-Releases.md,7,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
developers/apis/content-management-api/requests/Get-all-Tasks.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/get-all-tasks"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Get-all-aliases.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/get-all-aliases"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Get-all-aliases.md,8,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
developers/apis/content-management-api/requests/Get-all-asset-sidebar-extensions.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/get-all-asset-sidebar-extensions"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Get-all-assets.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/get-all-assets"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Get-all-assets.md,12,Future tense,"Future tense ""will be"" — rewrite in present tense",Manual content edit
developers/apis/content-management-api/requests/Get-all-assets.md,19,Future tense,"Future tense ""will return"" — rewrite in present tense",Manual content edit
developers/apis/content-management-api/requests/Get-all-assets.md,19,Future tense,"Future tense ""will also"" — rewrite in present tense",Manual content edit
developers/apis/content-management-api/requests/Get-all-assets.md,12,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/content-management-api/requests/Get-all-assets.md,9,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
developers/apis/content-management-api/requests/Get-all-assets.md,94,Naked URL,Naked URL in prose — wrap it in a markdown link with descriptive text,Acceptable in API ref
developers/apis/content-management-api/requests/Get-all-branches.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/get-all-branches"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Get-all-branches.md,10,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
developers/apis/content-management-api/requests/Get-all-content-types.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/get-all-content-types"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Get-all-content-types.md,18,Future tense,"Future tense ""will return"" — rewrite in present tense",Manual content edit
developers/apis/content-management-api/requests/Get-all-content-types.md,18,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/content-management-api/requests/Get-all-content-types.md,9,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
developers/apis/content-management-api/requests/Get-all-content-types.md,141,ALL CAPS word,"ALL CAPS word ""USD"" — use bold or a known acronym",Allowlist / manual
developers/apis/content-management-api/requests/Get-all-custom-fields.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/get-all-custom-fields"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Get-all-custom-fields.md,9,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
developers/apis/content-management-api/requests/Get-all-delivery-tokens.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/get-all-delivery-tokens"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Get-all-entries.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/get-all-entries"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Get-all-entry-variants.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/get-all-entry-variants"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Get-all-environments.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/get-all-environments"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Get-all-environments.md,12,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
developers/apis/content-management-api/requests/Get-all-global-fields.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/get-all-global-fields"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Get-all-global-fields.md,11,Future tense,"Future tense ""will appear"" — rewrite in present tense",Manual content edit
developers/apis/content-management-api/requests/Get-all-global-fields.md,11,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/content-management-api/requests/Get-all-global-fields.md,12,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
developers/apis/content-management-api/requests/Get-all-items-in-a-Release.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/get-all-items-in-a-release"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Get-all-items-in-a-Release.md,11,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
developers/apis/content-management-api/requests/Get-all-labels.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/get-all-labels"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Get-all-languages.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/get-all-languages"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Get-all-languages.md,9,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
developers/apis/content-management-api/requests/Get-all-management-tokens.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/get-all-management-tokens"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Get-all-merge-jobs.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/get-all-merge-jobs"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Get-all-publish-rules.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/get-all-publish-rules"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Get-all-publish-rules.md,8,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
developers/apis/content-management-api/requests/Get-all-references-of-content-type.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/get-all-references-of-content-type"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Get-all-references-of-content-type.md,9,Future tense,"Future tense ""will return"" — rewrite in present tense",Manual content edit
developers/apis/content-management-api/requests/Get-all-references-of-content-type.md,9,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/content-management-api/requests/Get-all-references-of-content-type.md,13,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
developers/apis/content-management-api/requests/Get-all-roles-in-an-Organization.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/get-all-roles-in-an-organization"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Get-all-roles.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/get-all-roles"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Get-all-roles.md,12,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
developers/apis/content-management-api/requests/Get-all-stack-role-mapping.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/get-all-stack-role-mapping"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Get-all-stacks-in-an-Organization.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/get-all-stacks-in-an-organization"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Get-all-stacks.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/get-all-stacks"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Get-all-taxonomies.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/get-all-taxonomies"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Get-all-teams.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/get-all-teams"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Get-all-terms-across-all-taxonomies.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/get-all-terms-across-all-taxonomies"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Get-all-terms-of-a-taxonomy.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/get-all-terms-of-a-taxonomy"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Get-all-users-of-a-stack.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/get-all-users-of-a-stack"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Get-all-users-of-team.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/get-all-users-of-team"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Get-all-variant-groups.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/get-all-variant-groups"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Get-all-webhooks.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/get-all-webhooks"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Get-all-webhooks.md,12,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
developers/apis/content-management-api/requests/Get-all-widgets.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/get-all-widgets"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Get-all-widgets.md,8,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
developers/apis/content-management-api/requests/Get-all-workflows.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/get-all-workflows"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Get-all-workflows.md,8,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
developers/apis/content-management-api/requests/Get-an-asset.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/get-an-asset"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Get-an-asset.md,12,Future tense,"Future tense ""will be"" — rewrite in present tense",Manual content edit
developers/apis/content-management-api/requests/Get-an-asset.md,15,Future tense,"Future tense ""will return"" — rewrite in present tense",Manual content edit
developers/apis/content-management-api/requests/Get-an-asset.md,15,Future tense,"Future tense ""will also"" — rewrite in present tense",Manual content edit
developers/apis/content-management-api/requests/Get-an-asset.md,12,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/content-management-api/requests/Get-an-asset.md,9,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
developers/apis/content-management-api/requests/Get-ancestors-of-a-term.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/get-ancestors-of-a-term"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Get-asset-references.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/get-asset-references"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Get-assets-and-subfolders-of-a-parent-folder.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/get-assets-and-subfolders-of-a-parent-folder"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Get-assets-and-subfolders-of-a-parent-folder.md,8,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
developers/apis/content-management-api/requests/Get-assets-and-subfolders-of-a-parent-folder.md,57,Naked URL,Naked URL in prose — wrap it in a markdown link with descriptive text,Acceptable in API ref
developers/apis/content-management-api/requests/Get-assets-of-a-specific-folder.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/get-assets-of-a-specific-folder"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Get-assets-of-a-specific-folder.md,7,Semicolon,Semicolon (;) not permitted — split into two sentences,Manual content edit
developers/apis/content-management-api/requests/Get-assets-of-a-specific-folder.md,8,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
developers/apis/content-management-api/requests/Get-assets-of-a-specific-folder.md,41,Naked URL,Naked URL in prose — wrap it in a markdown link with descriptive text,Acceptable in API ref
developers/apis/content-management-api/requests/Get-assets-of-a-specific-folder.md,59,Naked URL,Naked URL in prose — wrap it in a markdown link with descriptive text,Acceptable in API ref
developers/apis/content-management-api/requests/Get-audit-log-item.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/get-audit-log-item"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Get-audit-log-item.md,8,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
developers/apis/content-management-api/requests/Get-audit-log.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/get-audit-log"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Get-audit-log.md,10,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
developers/apis/content-management-api/requests/Get-descendants-of-a-term.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/get-descendants-of-a-term"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Get-either-only-images-or-videos.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/get-either-only-images-or-videos"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Get-either-only-images-or-videos.md,8,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
developers/apis/content-management-api/requests/Get-executions-of-a-webhook.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/get-executions-of-webhooks"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Get-executions-of-a-webhook.md,26,Double space,Double space found,Manual content edit
developers/apis/content-management-api/requests/Get-executions-of-a-webhook.md,27,Double space,Double space found,Manual content edit
developers/apis/content-management-api/requests/Get-executions-of-a-webhook.md,28,Double space,Double space found,Manual content edit
developers/apis/content-management-api/requests/Get-executions-of-a-webhook.md,29,Double space,Double space found,Manual content edit
developers/apis/content-management-api/requests/Get-executions-of-a-webhook.md,32,Future tense,"Future tense ""will return"" — rewrite in present tense",Manual content edit
developers/apis/content-management-api/requests/Get-executions-of-a-webhook.md,32,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/content-management-api/requests/Get-executions-of-a-webhook.md,8,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
developers/apis/content-management-api/requests/Get-executions-of-a-webhook.md,14,ALL CAPS word,"ALL CAPS word ""ISO"" — use bold or a known acronym",Allowlist / manual
developers/apis/content-management-api/requests/Get-executions-of-a-webhook.md,14,ALL CAPS word,"ALL CAPS word ""ISO"" — use bold or a known acronym",Allowlist / manual
developers/apis/content-management-api/requests/Get-information-on-RTE-assets.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/get-information-on-rte-assets"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Get-information-on-RTE-assets.md,8,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
developers/apis/content-management-api/requests/Get-information-on-embedded-RTE-objects.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/get-information-on-embedded-rte-objects"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Get-information-on-embedded-RTE-objects.md,9,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
developers/apis/content-management-api/requests/Get-information-on-embedded-RTE-objects.md,10,ALL CAPS word,"ALL CAPS word ""BASE"" — use bold or a known acronym",Allowlist / manual
developers/apis/content-management-api/requests/Get-job-items-status.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/get-job-items-status"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Get-job-items-status.md,11,Future tense,"Future tense ""will return"" — rewrite in present tense",Manual content edit
developers/apis/content-management-api/requests/Get-job-items-status.md,11,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/content-management-api/requests/Get-job-status.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/get-job-status"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Get-languages-of-an-entry.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/get-languages-of-an-entry"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Get-languages-of-an-entry.md,8,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
developers/apis/content-management-api/requests/Get-latest-execution-log-of-a-webhook.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/get-latest-execution-log-of-webhooks"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Get-latest-execution-log-of-a-webhook.md,7,Future tense,"Future tense ""will return"" — rewrite in present tense",Manual content edit
developers/apis/content-management-api/requests/Get-latest-execution-log-of-a-webhook.md,7,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/content-management-api/requests/Get-latest-execution-log-of-a-webhook.md,10,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
developers/apis/content-management-api/requests/Get-metadata.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/get-metadata"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Get-organization-log-details.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/get-organization-log-details"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Get-organization-log-item.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/get-organization-log-item"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Get-publish-queue-activity.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/get-publish-queue-activity"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Get-publish-queue-activity.md,8,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
developers/apis/content-management-api/requests/Get-publish-queue.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/get-publish-queue"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Get-publish-queue.md,8,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
developers/apis/content-management-api/requests/Get-publish-rules-by-content-types.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/get-publish-rules-by-content-types"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Get-publish-rules-by-content-types.md,10,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
developers/apis/content-management-api/requests/Get-references-of-an-entry.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/get-references-of-an-entry"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Get-single-entry-variant.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/get-single-entry-variant"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Get-single-merge-job.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/get-single-merge-job"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Get-stack-settings.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/get-stack-settings"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Get-subfolders-of-a-parent-folder.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/get-subfolders-of-a-parent-folder"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Get-subfolders-of-a-parent-folder.md,8,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
developers/apis/content-management-api/requests/Get-user.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/get-user"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Get-webhook.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/get-webhook"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Get-webhook.md,10,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
developers/apis/content-management-api/requests/Get-widgets-of-a-content-type.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/get-widgets-of-a-content-type"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Get-widgets-of-a-content-type.md,8,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
developers/apis/content-management-api/requests/Import-a-Webhook.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/import-a-webhook"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Import-a-Webhook.md,9,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
developers/apis/content-management-api/requests/Import-a-content-type.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/import-a-content-type"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Import-a-content-type.md,8,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
developers/apis/content-management-api/requests/Import-a-global-field.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/import-a-global-field"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Import-a-taxonomy.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/import-a-taxonomy"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Import-a-taxonomy.md,9,Vague adverb,"Vague adverb ""rather"" — replace with specific language",Manual content edit
developers/apis/content-management-api/requests/Import-a-taxonomy.md,14,Future tense,"Future tense ""will be"" — rewrite in present tense",Manual content edit
developers/apis/content-management-api/requests/Import-a-taxonomy.md,9,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/content-management-api/requests/Import-an-Existing-Webhook.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/import-an-existing-webhook"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Import-an-Existing-Webhook.md,7,Future tense,"Future tense ""will allow you"" — rewrite in present tense",Manual content edit
developers/apis/content-management-api/requests/Import-an-Existing-Webhook.md,7,Future tense,"Future tense ""will allow"" — rewrite in present tense",Manual content edit
developers/apis/content-management-api/requests/Import-an-Existing-Webhook.md,7,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/content-management-api/requests/Import-an-Existing-Webhook.md,8,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
developers/apis/content-management-api/requests/Import-an-entry.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/import-an-entry"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Import-an-entry.md,8,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
developers/apis/content-management-api/requests/Import-an-existing-entry.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/import-an-existing-entry"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Import-an-existing-entry.md,7,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/content-management-api/requests/Import-an-existing-entry.md,8,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
developers/apis/content-management-api/requests/Link-content-types.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/link-content-types"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Localize-a-taxonomy.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/localize-a-taxonomy"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Localize-a-term.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/localize-a-term"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Localize-an-entry.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/localize-an-entry"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Localize-an-entry.md,7,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/content-management-api/requests/Localize-an-entry.md,9,Punctuation / style,"""please"" in instructions — remove it",Manual content edit
developers/apis/content-management-api/requests/Lock-a-Release.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/lock-a-release"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Log-in-to-your-account.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/log-in-to-your-account"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Log-in-to-your-account.md,11,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/content-management-api/requests/Log-in-to-your-account.md,11,ALL CAPS word,"ALL CAPS word ""SMS"" — use bold or a known acronym",Allowlist / manual
developers/apis/content-management-api/requests/Log-out-of-your-account.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/log-out-of-your-account"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Merge-branches.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/merge-branches"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Move-Reorder-a-term.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/move-reorder-a-term"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/Move-Reorder-a-term.md,11,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/content-management-api/requests/PULL-Operation.md,,Frontmatter,"frontmatter 'url' ""developers/apis/content-management-api/requests/pull-operation"" should start with https:// or /",Programmatic fix
developers/apis/content-management-api/requests/PULL-Operation.md,16,Future tense,"Future tense ""will be"" — rewrite in present tense",Manual content edit
developers/apis/content-management-api/requests/PULL-Operation.md,16,Future tense,"Future tense ""will be able to"" — rewrite in present tense",Manual content edit
developers/apis/content-management-api/requests/PULL-Operation.md,16,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/content-management-api/requests/PULL-Operation.md,1,ALL CAPS word,"ALL CAPS word ""PULL"" — use bold or a known acronym",Allowlist / manual
developers/apis/content-management-api/requests/PULL-Operation.md,9,ALL CAPS word,"ALL CAPS word ""PULL"" — use bold or a known acronym",Allowlist / manual
developers/apis/content-management-api/requests/PULL-Operation.md,28,ALL CAPS word,"ALL CAPS word ""PULL"" — use bold or a known acronym",Allowlist / manual
developers/apis/content-management-api/requests/PULL-Operation.md,46,ALL CAPS word,"ALL CAPS word ""PULL"" — use bold or a known acronym",Allowlist / manual
developers/apis/content-management-api/requests/PULL-Operation.md,47,ALL CAPS word,"ALL CAPS word ""PULL"" — use bold or a known acronym",Allowlist / manual
developers/apis/content-management-api/requests/PULL-Operation.md,47,ALL CAPS word,"ALL CAPS word ""ONE"" — use bold or a known acronym",Allowlist / manual
